T2M,RH2M,WS10M,WS50M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,WS50M_MAX,WS50M_MIN,PS
26.75,54.75,2.88,4.38,35.67,18.7,6.91,0.2,8.48,0.29,98.4
25.48,43.62,2.65,4.03,36.38,11.57,6.29,0.2,9.02,0.22,98.56
23.67,36.62,2.61,3.93,36.9,11.26,6.79,0.17,9.12,0.19,98.57
28.34,38.12,3.33,4.84,40.35,15.61,7.47,0.02,10.09,0.02,98.39
31.29,36.44,3.24,4.66,41.9,20.6,7.27,0.19,10.45,0.27,98.18
35.45,27.88,3.45,4.85,45.26,23.95,7.56,0.17,10.05,0.23,97.81
35.5,36.81,4.3,5.86,45.29,25.24,11.53,0.26,13.98,0.02,97.56
30.63,63.12,4.08,5.59,44.12,24.08,9.71,0.42,11.84,0.29,97.43
26.96,81.81,4.52,6.48,33.1,22.71,12.02,0.23,15.29,0.36,97.48
26.89,81.44,3.93,5.77,32.58,22.44,9.07,0.13,11.55,0.18,97.52
25.85,86.75,3.66,5.55,31.65,20.59,7.59,0.54,9.76,1.0,97.65
23.86,79.81,2.88,4.49,30.9,15.74,6.46,0.49,7.93,0.63,98.08
21.0,70.06,2.48,3.8,30.86,11.55,5.34,0.37,6.99,0.51,98.46
20.62,57.12,2.42,3.76,30.99,10.22,4.92,0.48,8.52,0.56,98.52
22.28,42.69,2.37,3.61,34.54,11.36,5.8,0.27,7.94,0.2,98.56
26.3,28.31,2.45,3.53,39.14,15.11,5.29,0.15,8.59,0.24,98.47
29.76,32.19,2.8,4.14,43.19,17.0,6.42,0.34,10.02,0.48,98.08
34.74,20.88,2.89,4.14,45.46,21.51,7.2,0.06,9.61,0.12,97.79
36.08,33.19,3.98,5.36,45.97,25.6,10.02,0.18,12.03,0.07,97.58
29.62,69.12,4.22,5.94,43.3,23.41,8.43,0.3,10.04,0.45,97.46
27.77,76.31,5.03,7.27,34.4,23.3,9.77,0.2,13.39,0.29,97.49
26.77,81.69,3.36,5.01,32.7,21.27,8.91,0.19,12.07,0.25,97.51
27.03,82.62,2.49,3.91,32.59,22.37,6.06,0.46,7.52,0.66,97.8
25.72,79.25,1.96,3.0,32.09,16.71,4.98,0.05,7.11,0.08,97.99
23.17,69.88,2.43,3.77,32.98,12.79,5.29,0.15,8.25,0.23,98.33
21.26,52.69,2.21,3.3,31.77,11.81,5.21,0.17,8.64,0.26,98.55
21.89,33.56,2.23,3.31,33.41,11.41,4.51,0.09,7.73,0.06,98.41
25.96,33.31,2.66,4.04,38.12,14.3,6.98,0.05,8.02,0.2,98.43
30.75,26.31,2.48,3.7,42.27,18.77,6.08,0.18,8.75,0.3,98.1
33.98,34.12,3.03,4.33,45.43,23.09,7.1,0.27,9.69,0.2,97.84
35.44,38.06,4.08,5.28,45.05,25.81,8.64,0.16,11.05,0.16,97.59
30.01,64.75,3.96,5.52,40.72,23.56,8.84,0.36,11.03,0.49,97.4
27.08,79.12,4.88,7.03,35.44,23.14,10.71,0.12,13.41,0.19,97.36
26.3,83.56,4.73,6.95,32.76,21.99,9.19,0.68,11.98,0.98,97.47
26.05,81.81,2.84,4.29,31.55,20.08,10.77,0.12,14.31,0.02,97.9
25.96,67.81,2.51,3.84,34.87,16.26,8.34,0.23,10.55,0.39,98.28
25.6,53.12,2.2,3.41,35.33,14.62,4.55,0.26,7.95,0.23,98.45
21.98,54.12,2.66,4.12,33.13,8.73,7.66,0.34,9.69,0.34,98.56
21.44,44.56,2.79,4.24,33.19,7.4,6.24,0.23,9.76,0.35,98.66
25.8,39.94,2.61,4.05,39.86,10.19,6.72,0.23,9.07,0.21,98.46
30.98,31.0,3.19,4.73,43.69,17.33,8.42,0.09,11.41,0.16,98.16
34.48,31.69,3.38,4.83,45.3,23.37,7.07,0.24,9.96,0.35,97.86
37.07,27.12,3.38,4.53,46.44,27.69,8.77,0.13,11.15,0.14,97.59
33.51,49.5,4.41,5.76,45.06,24.0,9.51,0.16,11.41,0.12,97.4
28.65,71.44,5.15,7.13,37.72,23.21,10.35,0.22,13.62,0.27,97.42
26.55,85.25,3.99,5.94,32.47,22.35,9.75,0.2,12.62,0.51,97.47
26.39,87.31,3.35,5.12,31.37,22.74,8.66,0.04,10.98,0.07,97.75
25.31,87.0,1.98,3.11,30.27,21.37,4.23,0.01,5.84,0.01,98.22
22.28,83.0,2.02,3.16,29.54,14.13,4.53,0.04,6.04,0.05,98.44
20.76,78.75,2.16,3.37,28.26,9.46,5.23,0.09,8.45,0.12,98.62
21.74,67.56,2.87,4.57,33.07,10.39,6.5,0.32,8.93,0.33,98.54
24.5,52.19,3.0,4.53,35.35,13.57,7.34,0.19,9.75,0.23,98.54
29.76,43.69,2.72,4.13,40.3,20.15,7.2,0.34,9.47,0.4,98.18
33.86,34.44,3.18,4.52,43.08,24.87,7.35,0.16,9.83,0.19,98.02
35.77,33.81,3.39,4.69,46.36,26.42,8.29,0.26,10.42,0.29,97.63
29.14,72.06,3.62,5.16,38.7,23.12,8.63,0.44,10.41,0.69,97.46
27.33,83.25,3.05,4.55,33.61,22.58,7.03,0.14,9.09,0.34,97.48
26.46,88.31,4.0,6.04,32.05,22.48,8.3,0.09,11.16,0.1,97.44
26.69,87.56,2.24,3.52,31.37,22.76,6.0,0.13,7.73,0.12,97.62
25.09,86.31,2.66,4.16,30.66,17.0,10.91,0.14,14.52,0.16,97.84
22.03,82.38,2.53,4.09,30.02,12.6,5.45,0.23,7.5,0.34,98.5
20.51,69.94,1.77,2.59,28.53,9.16,3.89,0.06,6.64,0.12,98.54
22.95,64.0,2.08,3.29,32.89,13.9,4.77,0.04,7.53,0.12,98.38
24.39,40.25,2.38,3.61,37.98,11.69,5.48,0.05,8.58,0.09,98.42
30.05,26.56,2.66,4.0,42.83,17.02,6.06,0.19,8.98,0.25,98.15
33.29,31.81,2.91,4.29,42.8,22.58,7.29,0.31,8.73,0.2,97.93
33.9,43.69,4.05,5.45,43.33,25.83,10.44,0.01,12.51,0.17,97.6
28.36,75.06,3.91,5.66,37.07,23.55,9.98,0.07,12.35,0.06,97.54
27.05,84.62,3.83,5.6,32.58,22.73,9.66,0.05,12.6,0.1,97.39
26.73,85.38,2.98,4.49,32.11,22.22,8.66,0.34,10.91,0.48,97.58
26.38,87.38,2.95,4.52,31.46,21.15,7.66,0.16,9.87,0.11,97.56
25.07,83.56,2.54,4.02,30.95,17.01,5.93,0.19,7.57,0.23,98.01
23.62,83.0,2.24,3.56,30.44,14.16,4.6,0.23,6.96,0.35,98.24
21.02,72.0,2.14,3.39,29.41,8.9,5.35,0.09,7.65,0.05,98.59
